Type,Start,End,Duration,Extra,Extra2,Note
Sleep,13/7/2017 08:54,13/7/2017 11:05,2:10,,,pajamas
Diaper,13/7/2017 08:15,,0:00,"Urine, Feces",,
Bottle feeding,13/7/2017 08:10,,0:00,2.4 oz,Mom's milk,3
Bottle feeding,13/7/2017 08:02,,0:00,1.4 oz,Mom's milk,
Pumping,13/7/2017 07:07,,0:00,3.15 oz,,93 ml. 48L + 45R
Sleep,13/7/2017 04:13,13/7/2017 08:02,3:48,,,
Bottle feeding,13/7/2017 04:12,,0:00,,Mom's milk,4
Diaper,13/7/2017 04:07,,0:00,Urine,,
Pumping,13/7/2017 03:57,,0:00,3.96 oz,,117 ml. 57L + 60R
Bottle feeding,13/7/2017 03:55,,0:00,2.6 oz,Mom's milk,4
Sleep,12/7/2017 22:35,13/7/2017 03:47,5:11,,,
Pumping,12/7/2017 22:27,,0:00,1.25 oz,,37 ml. 17L + 20R
Bottle feeding,12/7/2017 22:11,,0:00,1.5 oz,Mom's milk,1.5
Bottle feeding,12/7/2017 22:01,,0:00,1.5 oz,Mom's milk,1.5
Bottle feeding,12/7/2017 21:54,,0:00,4.0 oz,Mom's milk,4
Bottle feeding,12/7/2017 21:54,,0:00,1.0 oz,Mom's milk,
Left breast,12/7/2017 21:41,12/7/2017 21:51,0:08,,,
Diaper,12/7/2017 21:40,,0:00,"Urine, Feces",,
Right breast,12/7/2017 21:27,12/7/2017 21:36,0:07,,,
Diaper,12/7/2017 21:16,,0:00,Urine,,
Vaccination,12/7/2017 20:57,12/7/2017 20:58,0:01,,,
Sleep,12/7/2017 20:12,12/7/2017 20:56,0:44,,,
Pumping,12/7/2017 19:13,,0:00,2.23 oz,,66 ml. 29L + 37R
Diaper,12/7/2017 19:08,,0:00,Urine,,
Bottle feeding,12/7/2017 18:47,,0:00,1.6 oz,Mom's milk,2.6
Right breast,12/7/2017 18:33,12/7/2017 18:34,0:01,,,
Left breast,12/7/2017 18:30,12/7/2017 18:32,0:02,,,
Left breast,12/7/2017 18:03,12/7/2017 18:04,0:00,,,
Bottle feeding,12/7/2017 17:18,,0:00,2.2 oz,Mom's milk,2.2
Pumping,12/7/2017 16:39,,0:00,2.03 oz,,60 ml.  24L + 36R
Bottle feeding,12/7/2017 16:28,,0:00,1.0 oz,Mom's milk,
Right breast,12/7/2017 16:17,12/7/2017 16:22,0:04,,,
Left breast,12/7/2017 16:11,12/7/2017 16:14,0:03,,,
Left breast,12/7/2017 16:11,12/7/2017 16:16,0:05,,,
Diaper,12/7/2017 16:05,,0:00,Urine,,
Sleep,12/7/2017 12:56,12/7/2017 16:00,3:03,,,
Bottle feeding,12/7/2017 12:30,,0:00,0.8 oz,Mom's milk,
Pumping,12/7/2017 11:37,,0:00,1.42 oz,,42 ml.  21L + 21R
Bottle feeding,12/7/2017 11:27,,0:00,1.2 oz,Mom's milk,3
Right breast,12/7/2017 11:14,12/7/2017 11:19,0:05,,,
Left breast,12/7/2017 11:06,12/7/2017 11:13,0:06,,,
Diaper,12/7/2017 11:01,,0:00,Urine,,
Sleep,12/7/2017 08:46,12/7/2017 10:58,2:11,,,pajamas
Right breast,12/7/2017 08:42,12/7/2017 08:50,0:07,,,sleep eating after 4 min
Left breast,12/7/2017 08:38,12/7/2017 08:42,0:03,,,
Diaper,12/7/2017 08:20,,0:00,Urine,,
Bottle feeding,12/7/2017 08:10,,0:00,3.0 oz,Mom's milk,3
Bottle feeding,12/7/2017 08:07,,0:00,1.0 oz,Mom's milk,
Pumping,12/7/2017 07:03,,0:00,3.18 oz,,94 ml. 50L + 44R
Sleep,12/7/2017 03:47,12/7/2017 08:04,4:16,,,
Sleep,12/7/2017 03:45,12/7/2017 03:59,0:14,,,
Pumping,12/7/2017 03:42,,0:00,3.65 oz,,108 ml. 55L + 53R
Bottle feeding,12/7/2017 03:40,,0:00,2.0 oz,Mom's milk,3
Diaper,12/7/2017 03:35,,0:00,Urine,,
Bottle feeding,12/7/2017 03:30,,0:00,1.0 oz,Mom's milk,
Sleep,11/7/2017 22:45,12/7/2017 03:27,4:42,,,
Pumping,11/7/2017 22:34,,0:00,1.73 oz,,51 ml.  27L + 24R
Bottle feeding,11/7/2017 22:29,,0:00,,Mom's milk,1
Diaper,11/7/2017 22:20,,0:00,Urine,,
Bottle feeding,11/7/2017 22:02,,0:00,1.0 oz,Mom's milk,1
Bottle feeding,11/7/2017 21:44,,0:00,1.5 oz,Mom's milk,1.5
Left breast,11/7/2017 21:11,11/7/2017 21:31,0:20,,,sleep eating
Sleep,11/7/2017 20:53,11/7/2017 21:32,0:39,,,
Right breast,11/7/2017 20:50,11/7/2017 21:10,0:20,,,sleep eating after 3 min
Bottle feeding,11/7/2017 20:00,,0:00,0.7 oz,Mom's milk,
Vaccination,11/7/2017 19:46,11/7/2017 19:49,0:03,,,
Vaccination,11/7/2017 19:45,,0:00,,,
Bottle feeding,11/7/2017 18:55,,0:00,2.2 oz,Mom's milk,2.9
Pumping,11/7/2017 18:54,,0:00,1.69 oz,,50 ml.  30L + 20R
Left breast,11/7/2017 18:47,11/7/2017 18:47,0:00,,,
Diaper,11/7/2017 18:40,,0:00,"Urine, Feces",,
Right breast,11/7/2017 18:20,11/7/2017 18:27,0:05,,,
Sleep,11/7/2017 17:45,11/7/2017 18:17,0:32,,,
Left breast,11/7/2017 17:42,11/7/2017 17:44,0:01,,,
Right breast,11/7/2017 17:37,11/7/2017 17:42,0:03,,,
Left breast,11/7/2017 17:32,11/7/2017 17:36,0:03,,,
Diaper,11/7/2017 17:08,,0:00,Urine,,
Bottle feeding,11/7/2017 16:13,,0:00,1.5 oz,Mom's milk,
Right breast,11/7/2017 15:44,11/7/2017 15:48,0:04,,,
Pumping,11/7/2017 14:54,,0:00,2.23 oz,,66 ml.  32L + 34R
Sleep,11/7/2017 13:22,11/7/2017 15:44,2:22,,,
Pumping,11/7/2017 12:18,,0:00,1.89 oz,,56 ml.  22L + 34R
Bottle feeding,11/7/2017 11:56,,0:00,3.5 oz,Mom's milk,3.5
Right breast,11/7/2017 11:33,11/7/2017 11:36,0:02,,,
Left breast,11/7/2017 11:27,11/7/2017 11:32,0:05,,,
Right breast,11/7/2017 11:22,11/7/2017 11:25,0:03,,,
Diaper,11/7/2017 11:15,,0:00,Urine,,
Sleep,11/7/2017 09:52,11/7/2017 11:13,1:20,,,
Left breast,11/7/2017 09:47,11/7/2017 10:08,0:20,,,sleep eating after 4 min
Sleep,11/7/2017 08:46,11/7/2017 09:44,0:55,,,
Bottle feeding,11/7/2017 08:14,,0:00,2.8 oz,Mom's milk,2.9
Diaper,11/7/2017 08:08,,0:00,Urine,,
Bottle feeding,11/7/2017 07:54,,0:00,1.5 oz,Mom's milk,
Pumping,11/7/2017 07:10,,0:00,2.91 oz,,86 ml.  47L + 39R
Sleep,11/7/2017 04:55,11/7/2017 07:54,2:59,,,
Diaper,11/7/2017 04:30,,0:00,Urine,,
Pumping,11/7/2017 04:26,,0:00,3.82 oz,,113 ml.  58L + 55R
Bottle feeding,11/7/2017 04:23,,0:00,2.5 oz,Mom's milk,4
Bottle feeding,10/7/2017 22:37,,0:00,0.4 oz,Mom's milk,1
Sleep,10/7/2017 22:36,11/7/2017 04:18,5:42,,,
Diaper,10/7/2017 22:27,,0:00,Urine,,
Pumping,10/7/2017 22:16,,0:00,1.56 oz,,46 ml. 28L + 18R
Left breast,10/7/2017 21:49,10/7/2017 21:51,0:01,,,
Right breast,10/7/2017 21:38,10/7/2017 21:48,0:06,,,
Bottle feeding,10/7/2017 21:10,,0:00,3.1 oz,Formula milk,3.1
Diaper,10/7/2017 21:06,,0:00,"Urine, Feces",,
Pumping,10/7/2017 20:06,,0:00,1.18 oz,,35 ml. 21L + 14R
Left breast,10/7/2017 19:53,10/7/2017 20:01,0:03,,,
Right breast,10/7/2017 19:45,10/7/2017 19:52,0:06,,,
Diaper,10/7/2017 19:40,,0:00,Urine,,
Sleep,10/7/2017 18:54,10/7/2017 19:24,0:30,,,
Diaper,10/7/2017 17:16,,0:00,Urine,,
Bottle feeding,10/7/2017 17:10,,0:00,2.0 oz,Formula milk,2
Pumping,10/7/2017 16:41,,0:00,2.2 oz,,65 ml. 33L + 32R
Sleep,10/7/2017 16:03,10/7/2017 16:11,0:07,,,
Bottle feeding,10/7/2017 15:21,,0:00,3.0 oz,Formula milk,3.5
Diaper,10/7/2017 15:01,,0:00,Urine,,
Right breast,10/7/2017 14:53,10/7/2017 14:56,0:02,,,
Left breast,10/7/2017 14:34,10/7/2017 14:52,0:11,,,
Right breast,10/7/2017 14:17,10/7/2017 14:32,0:15,,,
Left breast,10/7/2017 13:26,10/7/2017 13:38,0:12,,,
Sleep,10/7/2017 12:04,10/7/2017 14:52,2:42,,,
Left breast,10/7/2017 11:59,10/7/2017 12:06,0:03,,,
Diaper,10/7/2017 11:15,,0:00,"Urine, Feces",,
Bottle feeding,10/7/2017 11:02,,0:00,2.6 oz,Formula milk,2.6
Pumping,10/7/2017 10:38,,0:00,0.81 oz,,24 ml. 11L + 13R
Right breast,10/7/2017 10:25,10/7/2017 10:26,0:00,,,
Left breast,10/7/2017 10:21,10/7/2017 10:24,0:03,,,
Right breast,10/7/2017 10:03,10/7/2017 10:19,0:09,,,
Left breast,10/7/2017 09:54,10/7/2017 10:02,0:08,,,
Diaper,10/7/2017 09:48,,0:00,Urine,,
Pumping,10/7/2017 07:09,,0:00,3.04 oz,,90 ml. 43L + 47R
Sleep,10/7/2017 04:30,10/7/2017 09:40,5:10,,,
Diaper,10/7/2017 04:25,,0:00,Urine,,
Pumping,10/7/2017 04:14,,0:00,3.65 oz,,108 ml. 56L + 52R
Bottle feeding,10/7/2017 04:10,,0:00,4.0 oz,Mom's milk,4
Sleep,09/7/2017 23:00,10/7/2017 04:02,5:02,,,
Pumping,09/7/2017 22:53,,0:00,1.73 oz,,51 ml.  25L + 26R
Diaper,09/7/2017 22:45,,0:00,Urine,,
Bottle feeding,09/7/2017 22:25,,0:00,1.8 oz,Formula milk,2
Right breast,09/7/2017 21:39,09/7/2017 22:05,0:21,,,sleep eating after 10 min
Sleep,09/7/2017 21:22,09/7/2017 22:29,0:56,,,
Left breast,09/7/2017 21:18,09/7/2017 21:39,0:20,,,sleep eating after 4 min
Right breast,09/7/2017 20:34,09/7/2017 21:16,0:04,,,
Left breast,09/7/2017 20:22,09/7/2017 20:33,0:04,,,
Bottle feeding,09/7/2017 19:31,,0:00,2.6 oz,Formula milk,2.6
Pumping,09/7/2017 18:46,,0:00,1.89 oz,,56 ml.  31L + 25R
Sleep,09/7/2017 18:27,09/7/2017 19:22,0:55,,,
Sleep,09/7/2017 18:26,09/7/2017 18:27,0:00,,,
Right breast,09/7/2017 18:25,09/7/2017 18:36,0:10,,,
Diaper,09/7/2017 18:15,,0:00,"Urine, Feces",,
Bottle feeding,09/7/2017 17:27,,0:00,1.8 oz,Formula milk,2
Diaper,09/7/2017 17:20,,0:00,Urine,,
Left breast,09/7/2017 17:15,09/7/2017 17:26,0:05,,,
Right breast,09/7/2017 17:10,09/7/2017 17:14,0:02,,,
Bottle feeding,09/7/2017 16:15,,0:00,1.5 oz,Formula milk,1.5
Sleep,09/7/2017 15:52,09/7/2017 16:12,0:20,,,
Left breast,09/7/2017 15:15,09/7/2017 15:24,0:07,,,
Right breast,09/7/2017 15:09,09/7/2017 15:15,0:05,,,
Sleep,09/7/2017 13:34,09/7/2017 14:45,1:10,,,
Sleep,09/7/2017 12:21,09/7/2017 13:03,0:41,,,
Diaper,09/7/2017 12:07,,0:00,"Urine, Feces",,
Vaccination,09/7/2017 11:43,09/7/2017 11:45,0:02,,,
Pumping,09/7/2017 11:24,,0:00,2.06 oz,,61 ml.  34L + 27R
Bottle feeding,09/7/2017 11:15,,0:00,1.9 oz,Formula milk,2.5
Bottle feeding,09/7/2017 11:00,,0:00,1.5 oz,Mom's milk,
Diaper,09/7/2017 10:55,,0:00,Urine,,
Pumping,09/7/2017 08:59,,0:00,3.04 oz,,90 ml.  47L + 43R
Sleep,09/7/2017 06:10,09/7/2017 10:50,4:40,,,
Diaper,09/7/2017 06:00,,0:00,Urine,,
Pumping,09/7/2017 05:55,,0:00,4.33 oz,,128 ml. 65L + 63R
Bottle feeding,09/7/2017 05:50,,0:00,2.5 oz,Mom's milk,4
Sleep,08/7/2017 23:11,09/7/2017 05:44,6:32,,,
Pumping,08/7/2017 22:44,,0:00,1.18 oz,,35 ml. 14L + 21R
Bottle feeding,08/7/2017 22:31,,0:00,0.6 oz,Formula milk,3
Diaper,08/7/2017 22:10,,0:00,"Urine, Feces",,
Left breast,08/7/2017 21:49,08/7/2017 22:25,0:11,,,
Sleep,08/7/2017 21:32,08/7/2017 21:52,0:19,,,
Right breast,08/7/2017 21:25,08/7/2017 21:48,0:21,,,sleep eating after 5 min
Diaper,08/7/2017 21:05,,0:00,Urine,,
Bottle feeding,08/7/2017 19:51,,0:00,1.5 oz,Formula milk,1.5
Pumping,08/7/2017 18:58,,0:00,3.11 oz,,92 ml.  58L + 34R
Bottle feeding,08/7/2017 18:57,,0:00,3.0 oz,Formula milk,3
Diaper,08/7/2017 18:50,,0:00,Urine,,
Right breast,08/7/2017 17:32,08/7/2017 17:49,0:17,,,sleep eating
Left breast,08/7/2017 16:07,08/7/2017 16:20,0:13,,,sleep eating
Sleep,08/7/2017 15:35,08/7/2017 18:42,3:02,,,
Diaper,08/7/2017 15:13,,0:00,"Urine, Feces",,
Sleep,08/7/2017 13:34,08/7/2017 14:38,1:03,,,
Diaper,08/7/2017 13:16,,0:00,"Urine, Feces",,
Bottle feeding,08/7/2017 13:05,,0:00,0.2 oz,Formula milk,1
Bottle feeding,08/7/2017 12:57,,0:00,1.5 oz,Formula milk,
Vaccination,08/7/2017 12:40,08/7/2017 12:44,0:04,,,
Pumping,08/7/2017 12:30,,0:00,1.66 oz,,49 ml.  25L + 24R
Bottle feeding,08/7/2017 12:22,,0:00,1.5 oz,Formula milk,
Left breast,08/7/2017 12:07,08/7/2017 12:10,0:01,,,
Left breast,08/7/2017 12:04,08/7/2017 12:04,0:00,,,
Right breast,08/7/2017 11:57,08/7/2017 12:02,0:04,,,
Right breast,08/7/2017 11:55,08/7/2017 11:55,0:00,,,
Sleep,08/7/2017 11:15,08/7/2017 11:35,0:20,,,
Sleep,08/7/2017 10:15,08/7/2017 10:46,0:31,,,
Bottle feeding,08/7/2017 09:55,,0:00,3.0 oz,Mom's milk,
Pumping,08/7/2017 09:04,,0:00,2.06 oz,,61 ml.  28L + 33R
Diaper,08/7/2017 08:53,,0:00,"Urine, Feces",,
Diaper,08/7/2017 08:37,,0:00,Urine,,
Right breast,08/7/2017 08:19,08/7/2017 08:34,0:15,,,sleepy eating
Left breast,08/7/2017 08:03,08/7/2017 08:18,0:15,,,sleepy eating after 4
Bottle feeding,08/7/2017 07:54,,0:00,1.2 oz,Mom's milk,
Pumping,08/7/2017 06:15,,0:00,2.91 oz,,86 ml.  44L + 42R
Sleep,08/7/2017 03:35,08/7/2017 07:53,4:18,,,
Diaper,08/7/2017 03:15,,0:00,Urine,,
Pumping,08/7/2017 03:02,,0:00,3.62 oz,,107 ml.  55L + 52R
Bottle feeding,08/7/2017 02:58,,0:00,2.8 oz,Mom's milk,4
Pumping,07/7/2017 22:17,,0:00,2.67 oz,,79 ml. 41L + 38R
Sleep,07/7/2017 21:38,08/7/2017 02:50,5:11,,,
Sleep,07/7/2017 21:38,07/7/2017 21:38,0:00,,,
Bottle feeding,07/7/2017 21:19,,0:00,1.3 oz,Mom's milk,1.5
Bottle feeding,07/7/2017 21:08,,0:00,1.9 oz,Mom's milk,1.9
Bottle feeding,07/7/2017 20:54,,0:00,1.0 oz,Mom's milk,
Left breast,07/7/2017 20:50,07/7/2017 20:51,0:00,,,
Diaper,07/7/2017 20:38,,0:00,Urine,,
Vaccination,07/7/2017 20:10,07/7/2017 20:13,0:02,,,
Sleep,07/7/2017 18:56,07/7/2017 19:34,0:37,,,
Diaper,07/7/2017 18:35,,0:00,Urine,,
Bottle feeding,07/7/2017 18:30,,0:00,,Mom's milk,1
Bottle feeding,07/7/2017 18:20,,0:00,1.0 oz,Mom's milk,
Vaccination,07/7/2017 18:03,07/7/2017 18:05,0:02,,,
Pumping,07/7/2017 17:53,,0:00,2.23 oz,,66 ml. 38L + 28R
Bottle feeding,07/7/2017 17:12,,0:00,1.5 oz,Mom's milk,2.5
Bottle feeding,07/7/2017 17:00,,0:00,1.9 oz,Mom's milk,
Diaper,07/7/2017 16:44,,0:00,"Urine, Feces",,
Left breast,07/7/2017 16:21,07/7/2017 16:33,0:12,,,sleep eating after 3
Sleep,07/7/2017 16:04,07/7/2017 16:33,0:25,,,
Right breast,07/7/2017 15:58,07/7/2017 16:20,0:21,,,sleep eating after 4
Diaper,07/7/2017 15:54,,0:00,Urine,,
Pumping,07/7/2017 14:02,,0:00,2.84 oz,,84 ml. 43L + 41L
Sleep,07/7/2017 13:17,07/7/2017 15:53,2:35,,,
Diaper,07/7/2017 12:50,,0:00,"Urine, Feces",,
Bottle feeding,07/7/2017 12:22,,0:00,0.6 oz,Mom's milk,2.5
Right breast,07/7/2017 12:16,07/7/2017 12:18,0:02,,,
Left breast,07/7/2017 12:11,07/7/2017 12:14,0:03,,,
Measure,07/7/2017 12:00,,0:00,Weight: 9.75 lb,,Swedish Lytle Center
Sleep,07/7/2017 11:27,07/7/2017 11:50,0:22,,,
Bottle feeding,07/7/2017 10:55,,0:00,0.5 oz,Mom's milk,.5
Bottle feeding,07/7/2017 10:35,,0:00,0.9 oz,Mom's milk,.9
Bottle feeding,07/7/2017 10:25,,0:00,1.3 oz,Mom's milk,
Diaper,07/7/2017 10:20,,0:00,Urine,,
Vaccination,07/7/2017 10:18,07/7/2017 10:20,0:01,,,
Pumping,07/7/2017 09:00,,0:00,2.74 oz,,81 ml. 43L + 38R
Sleep,07/7/2017 07:01,07/7/2017 10:07,3:06,,,
Diaper,07/7/2017 06:30,,0:00,Urine,,
Pumping,07/7/2017 06:20,,0:00,5.44 oz,,161 ml. 80L + 81R
Bottle feeding,07/7/2017 06:15,,0:00,2.7 oz,Mom's milk,4
Pumping,06/7/2017 22:37,,0:00,2.27 oz,,67 ml.  36L + 31R
Sleep,06/7/2017 22:07,07/7/2017 06:11,8:04,,,
Diaper,06/7/2017 22:04,,0:00,Urine,,
Bottle feeding,06/7/2017 21:45,,0:00,0.7 oz,Mom's milk,1.5
Bottle feeding,06/7/2017 21:24,,0:00,2.5 oz,Mom's milk,2.5
Left breast,06/7/2017 21:09,06/7/2017 21:11,0:01,,,
Right breast,06/7/2017 20:59,06/7/2017 21:03,0:03,,,
Sleep,06/7/2017 20:12,06/7/2017 20:34,0:21,,,
Bottle feeding,06/7/2017 20:04,,0:00,1.0 oz,,1
Pumping,06/7/2017 18:53,,0:00,1.96 oz,,58 ml.  28L + 30R
Bottle feeding,06/7/2017 18:50,,0:00,2.5 oz,Mom's milk,2.5
Right breast,06/7/2017 18:32,06/7/2017 18:37,0:04,,,
Left breast,06/7/2017 18:25,06/7/2017 18:31,0:05,,,
Diaper,06/7/2017 17:50,,0:00,"Urine, Feces",,
Bottle feeding,06/7/2017 17:45,,0:00,0.5 oz,Mom's milk,
Sleep,06/7/2017 15:58,06/7/2017 16:19,0:21,,,
Diaper,06/7/2017 15:38,,0:00,Urine,,
Pumping,06/7/2017 14:59,,0:00,3.38 oz,,100 ml. 54L + 46R
Sleep,06/7/2017 14:24,06/7/2017 15:37,1:12,,,
Bottle feeding,06/7/2017 13:40,,0:00,1.0 oz,Mom's milk,1.5
Bottle feeding,06/7/2017 12:57,,0:00,2.5 oz,Mom's milk,2.5
Bottle feeding,06/7/2017 12:47,,0:00,0.6 oz,Mom's milk,
Diaper,06/7/2017 12:04,,0:00,Urine,,
Vaccination,06/7/2017 11:59,06/7/2017 12:03,0:04,,,
Bottle feeding,06/7/2017 11:57,,0:00,,Mom's milk,
Sleep,06/7/2017 11:01,06/7/2017 11:55,0:53,,,
Sleep,06/7/2017 10:58,,0:00,,,
Pumping,06/7/2017 10:46,,0:00,4.13 oz,,122 ml. 65L + 57R
Bottle feeding,06/7/2017 10:06,,0:00,1.4 oz,Mom's milk,2
Diaper,06/7/2017 10:00,,0:00,"Urine, Feces",,
Bottle feeding,06/7/2017 09:43,,0:00,1.8 oz,Mom's milk,
Sleep,06/7/2017 06:05,06/7/2017 09:41,3:36,,,
Diaper,06/7/2017 05:58,,0:00,"Urine, Feces",,
Pumping,06/7/2017 05:46,,0:00,5.11 oz,,151 ml. 77L + 74R
Bottle feeding,06/7/2017 05:41,,0:00,2.2 oz,Mom's milk,4
Sleep,05/7/2017 22:12,06/7/2017 05:34,7:22,,,
Bottle feeding,05/7/2017 22:04,,0:00,0.3 oz,Mom's milk,1
Pumping,05/7/2017 21:58,,0:00,2.2 oz,,65 ml. 35L + 30R
Bottle feeding,05/7/2017 21:49,,0:00,1.3 oz,Mom's milk,1.3
Diaper,05/7/2017 21:45,,0:00,Urine,,
Sleep,05/7/2017 21:19,05/7/2017 21:40,0:21,,,
Bottle feeding,05/7/2017 21:09,,0:00,2.0 oz,Mom's milk,2
Right breast,05/7/2017 20:50,05/7/2017 20:51,0:00,,,
Left breast,05/7/2017 20:45,05/7/2017 20:48,0:02,,,
Right breast,05/7/2017 20:29,05/7/2017 20:32,0:03,,,
Right breast,05/7/2017 19:42,,0:00,,,
Right breast,05/7/2017 19:37,05/7/2017 19:37,0:00,,,
Left breast,05/7/2017 19:34,05/7/2017 19:36,0:01,,,
Bottle feeding,05/7/2017 19:07,,0:00,3.0 oz,Mom's milk,"3. originally heated up at 6, untouched"
Vaccination,05/7/2017 18:27,05/7/2017 18:30,0:03,,,
Pumping,05/7/2017 18:20,,0:00,2.77 oz,,82 ml.  47L + 35R
Diaper,05/7/2017 17:55,,0:00,Urine,,
Left breast,05/7/2017 17:44,05/7/2017 17:50,0:04,,,
Right breast,05/7/2017 17:32,05/7/2017 17:43,0:11,,,"sleep eating first few minutes, sleep eating after 6 min"
Left breast,05/7/2017 13:28,05/7/2017 13:36,0:08,,,sleep eating
Sleep,05/7/2017 13:14,05/7/2017 17:32,4:16,,,
Right breast,05/7/2017 13:12,05/7/2017 13:28,0:15,,,sleep eating after 2 min
Diaper,05/7/2017 13:01,,0:00,"Urine, Feces",,
Sleep,05/7/2017 12:54,05/7/2017 13:01,0:07,,,
Diaper,05/7/2017 12:24,,0:00,Urine,,
Bottle feeding,05/7/2017 12:22,,0:00,1.7 oz,Mom's milk,
Pumping,05/7/2017 11:55,,0:00,2.23 oz,,66 ml.  32L + 34R
Bottle feeding,05/7/2017 11:28,,0:00,1.3 oz,Mom's milk,3
Left breast,05/7/2017 10:51,05/7/2017 11:10,0:18,,,sleep eating
Sleep,05/7/2017 10:37,05/7/2017 11:15,0:38,,,
Right breast,05/7/2017 10:34,05/7/2017 10:51,0:17,,,sleep eating after 3 min
Left breast,05/7/2017 10:26,05/7/2017 10:33,0:06,,,
Right breast,05/7/2017 10:20,05/7/2017 10:24,0:02,,,
Vaccination,05/7/2017 10:14,05/7/2017 10:17,0:02,,,
Diaper,05/7/2017 10:02,,0:00,"Urine, Feces",,
Sleep,05/7/2017 08:06,05/7/2017 09:45,1:38,,,
Right breast,05/7/2017 08:05,05/7/2017 08:06,0:01,,,
Right breast,05/7/2017 08:04,,0:00,,,
Diaper,05/7/2017 07:59,,0:00,"Urine, Feces",,
Sleep,05/7/2017 07:53,05/7/2017 07:59,0:06,,,
Left breast,05/7/2017 07:48,05/7/2017 07:55,0:06,,,sleep eating after 3 min
Bottle feeding,05/7/2017 07:38,,0:00,2.0 oz,Mom's milk,
Pumping,05/7/2017 05:44,,0:00,2.71 oz,,80 ml. 41L + 39R
Sleep,05/7/2017 05:31,05/7/2017 07:35,2:03,,,
Bottle feeding,05/7/2017 05:17,,0:00,,Mom's milk,2
Diaper,05/7/2017 05:06,,0:00,Urine,,
Bottle feeding,05/7/2017 04:57,,0:00,2.1 oz,Mom's milk,
Sleep,05/7/2017 02:36,05/7/2017 04:54,2:18,,,
Pumping,05/7/2017 02:18,,0:00,2.77 oz,,82 ml. 42L + 40R
Bottle feeding,05/7/2017 02:15,,0:00,1.9 oz,Mom's milk,4
Diaper,05/7/2017 02:10,,0:00,Urine,,
Sleep,05/7/2017 01:30,05/7/2017 02:08,0:37,,,
Pumping,04/7/2017 22:10,,0:00,1.69 oz,,50 ml. 28L + 22R
Sleep,04/7/2017 21:56,05/7/2017 00:50,2:53,,,
Diaper,04/7/2017 21:48,,0:00,Urine,,
Bottle feeding,04/7/2017 21:30,,0:00,1.1 oz,Mom's milk,1.1
Left breast,04/7/2017 21:25,04/7/2017 21:26,0:00,,,
Right breast,04/7/2017 21:22,04/7/2017 21:23,0:01,,,
Bottle feeding,04/7/2017 21:00,,0:00,2.0 oz,Mom's milk,2
Diaper,04/7/2017 20:40,,0:00,"Urine, Feces",,
Diaper,04/7/2017 20:15,,0:00,Urine,,
Bottle feeding,04/7/2017 20:10,,0:00,0.5 oz,Mom's milk,
Pumping,04/7/2017 20:09,,0:00,1.35 oz,,40 ml. 20L + 20R
Left breast,04/7/2017 19:51,04/7/2017 20:00,0:03,,,
Right breast,04/7/2017 19:35,04/7/2017 19:48,0:06,,,
Sleep,04/7/2017 18:25,04/7/2017 19:30,1:05,,,
Bottle feeding,04/7/2017 17:20,,0:00,2.1 oz,Mom's milk,2.6
Bottle feeding,04/7/2017 17:11,,0:00,0.7 oz,Mom's milk,
Vaccination,04/7/2017 17:08,04/7/2017 17:11,0:02,,,
Pumping,04/7/2017 17:05,,0:00,1.42 oz,,42 ml. 21L + 21R
Diaper,04/7/2017 16:46,,0:00,"Urine, Feces",,
Left breast,04/7/2017 16:24,04/7/2017 16:46,0:11,,,
Sleep,04/7/2017 16:08,04/7/2017 16:23,0:15,,,
Right breast,04/7/2017 16:05,04/7/2017 16:20,0:15,,,sleep eating after 3
Sleep,04/7/2017 13:55,04/7/2017 15:59,2:04,,,
Right breast,04/7/2017 13:28,04/7/2017 13:29,0:00,,,sleep eating
Left breast,04/7/2017 13:13,04/7/2017 13:28,0:15,,,sleep eating
Sleep,04/7/2017 13:13,04/7/2017 13:37,0:24,,,
Diaper,04/7/2017 12:48,,0:00,Urine,,
Bottle feeding,04/7/2017 12:23,,0:00,2.3 oz,Mom's milk,3
Pumping,04/7/2017 12:18,,0:00,2.0 oz,,60 ml. 34L + 26R
Right breast,04/7/2017 11:40,04/7/2017 11:43,0:03,,,
Right breast,04/7/2017 11:39,04/7/2017 11:42,0:03,,,
Left breast,04/7/2017 11:30,04/7/2017 11:38,0:04,,,
Right breast,04/7/2017 11:16,04/7/2017 11:20,0:03,,,
Sleep,04/7/2017 09:35,04/7/2017 11:04,1:29,,,
Sleep,04/7/2017 09:27,,0:00,,,
Sleep,04/7/2017 09:25,,0:00,,,
Right breast,04/7/2017 09:22,04/7/2017 09:22,0:00,,,
Right breast,04/7/2017 09:15,04/7/2017 09:17,0:00,,,
Left breast,04/7/2017 09:11,04/7/2017 09:15,0:01,,,
Diaper,04/7/2017 09:03,,0:00,"Urine, Feces",,
Bottle feeding,04/7/2017 08:38,,0:00,2.5 oz,Mom's milk,2.5
Diaper,04/7/2017 08:35,,0:00,Urine,,
Pumping,04/7/2017 07:21,,0:00,2.94 oz,,87 ml.  46L + 41R
Sleep,04/7/2017 07:20,04/7/2017 08:30,1:10,,,
Bottle feeding,04/7/2017 07:10,,0:00,1.3 oz,Mom's milk,
Sleep,04/7/2017 03:58,04/7/2017 07:05,3:07,,,
Diaper,04/7/2017 03:47,,0:00,Urine,,
Pumping,04/7/2017 03:34,,0:00,3.28 oz,,97 ml.  48L + 49R
